idx_a,idx_b,label,score,label_a,label_b
40,48,1,0.9808056950569153,Anh_Tu,Anh_Tu
1,86,0,0.6425542235374451,Anh_Tu,Van_Tu
87,48,0,0.5793274641036987,Van_Tu,Anh_Tu
19,80,0,0.5905264616012573,Anh_Tu,Van_Tu
50,55,1,0.9001238346099854,Van_Tu,Van_Tu
22,71,0,0.5861151814460754,Anh_Tu,Van_Tu
3,83,0,0.20186127722263336,Anh_Tu,Van_Tu
84,3,0,0.4817568063735962,Van_Tu,Anh_Tu
33,34,1,0.6401153802871704,Anh_Tu,Anh_Tu
77,36,0,0.4338294565677643,Van_Tu,Anh_Tu
0,48,1,0.7124288082122803,Anh_Tu,Anh_Tu
51,52,1,0.653927206993103,Van_Tu,Van_Tu
20,93,0,0.5791370868682861,Anh_Tu,Van_Tu
8,46,1,0.7626714706420898,Anh_Tu,Anh_Tu
10,50,0,0.5464620590209961,Anh_Tu,Van_Tu
94,33,0,0.27719414234161377,Van_Tu,Anh_Tu
12,36,1,0.6827717423439026,Anh_Tu,Anh_Tu
1,78,0,0.43051987886428833,Anh_Tu,Van_Tu
2,92,0,0.6738716959953308,Anh_Tu,Van_Tu
6,55,0,0.6889286041259766,Anh_Tu,Van_Tu
99,22,0,0.5528527498245239,Van_Tu,Anh_Tu
69,20,0,0.5561215877532959,Van_Tu,Anh_Tu
39,43,1,0.5621827840805054,Anh_Tu,Anh_Tu
66,67,1,0.562048077583313,Van_Tu,Van_Tu
34,36,1,0.7930800914764404,Anh_Tu,Anh_Tu
61,96,1,0.8820595741271973,Van_Tu,Van_Tu
67,28,0,0.5725433826446533,Van_Tu,Anh_Tu
74,88,1,0.9214485287666321,Van_Tu,Van_Tu
3,25,1,0.9750914573669434,Anh_Tu,Anh_Tu
8,75,0,0.4922206997871399,Anh_Tu,Van_Tu
39,76,0,0.5000367760658264,Anh_Tu,Van_Tu
63,17,0,0.4488385319709778,Van_Tu,Anh_Tu
2,56,0,0.3991200923919678,Anh_Tu,Van_Tu
55,57,1,0.8609140515327454,Van_Tu,Van_Tu
48,76,0,0.6665552854537964,Anh_Tu,Van_Tu
12,34,1,0.9015579223632812,Anh_Tu,Anh_Tu
32,49,1,0.8934174180030823,Anh_Tu,Anh_Tu
87,95,1,0.4842313230037689,Van_Tu,Van_Tu
16,78,0,0.34592756628990173,Anh_Tu,Van_Tu
9,23,1,0.832112193107605,Anh_Tu,Anh_Tu
72,76,1,0.8508262634277344,Van_Tu,Van_Tu
8,60,0,0.43773484230041504,Anh_Tu,Van_Tu
1,31,1,0.9716583490371704,Anh_Tu,Anh_Tu
35,44,1,0.8090641498565674,Anh_Tu,Anh_Tu
58,40,0,0.6541295647621155,Van_Tu,Anh_Tu
16,37,1,0.7645348906517029,Anh_Tu,Anh_Tu
31,47,1,0.7392129898071289,Anh_Tu,Anh_Tu
2,25,1,0.6320209503173828,Anh_Tu,Anh_Tu
22,36,1,0.8356947302818298,Anh_Tu,Anh_Tu
30,35,1,0.6590136289596558,Anh_Tu,Anh_Tu
31,35,1,0.8317885994911194,Anh_Tu,Anh_Tu
11,60,0,0.4960032105445862,Anh_Tu,Van_Tu
81,35,0,0.6356955766677856,Van_Tu,Anh_Tu
32,39,1,0.5949710607528687,Anh_Tu,Anh_Tu
18,72,0,0.40735527873039246,Anh_Tu,Van_Tu
70,9,0,0.5924254059791565,Van_Tu,Anh_Tu
20,40,1,0.9881948232650757,Anh_Tu,Anh_Tu
24,58,0,0.5702081918716431,Anh_Tu,Van_Tu
63,78,1,0.8965944051742554,Van_Tu,Van_Tu
7,23,1,0.8537003993988037,Anh_Tu,Anh_Tu
6,70,0,0.5882961750030518,Anh_Tu,Van_Tu
51,68,1,0.5060536861419678,Van_Tu,Van_Tu
6,22,1,0.8443348407745361,Anh_Tu,Anh_Tu
40,54,0,0.6188188195228577,Anh_Tu,Van_Tu
4,40,1,0.7517561316490173,Anh_Tu,Anh_Tu
48,50,0,0.5893933773040771,Anh_Tu,Van_Tu
65,17,0,0.4452402591705322,Van_Tu,Anh_Tu
8,67,0,0.4759241044521332,Anh_Tu,Van_Tu
73,48,0,0.5887247323989868,Van_Tu,Anh_Tu
30,68,0,0.48501789569854736,Anh_Tu,Van_Tu
32,36,1,0.6418962478637695,Anh_Tu,Anh_Tu
34,45,1,0.7376381158828735,Anh_Tu,Anh_Tu
57,78,1,0.8833047151565552,Van_Tu,Van_Tu
11,91,0,0.5064733624458313,Anh_Tu,Van_Tu
10,81,0,0.5423255562782288,Anh_Tu,Van_Tu
98,12,0,0.4665786027908325,Van_Tu,Anh_Tu
90,17,0,0.3389561176300049,Van_Tu,Anh_Tu
0,9,1,0.7644238471984863,Anh_Tu,Anh_Tu
11,78,0,0.38053885102272034,Anh_Tu,Van_Tu
44,49,1,0.9822454452514648,Anh_Tu,Anh_Tu
93,39,0,0.5466992855072021,Van_Tu,Anh_Tu
64,75,1,0.7414712905883789,Van_Tu,Van_Tu
23,57,0,0.40933284163475037,Anh_Tu,Van_Tu
22,33,1,0.7538524866104126,Anh_Tu,Anh_Tu
21,84,0,0.45596444606781006,Anh_Tu,Van_Tu
91,97,1,0.9024783372879028,Van_Tu,Van_Tu
54,69,1,0.8875370025634766,Van_Tu,Van_Tu
34,78,0,0.3672671318054199,Anh_Tu,Van_Tu
72,33,0,0.5340403318405151,Van_Tu,Anh_Tu
28,66,0,0.36367133259773254,Anh_Tu,Van_Tu
4,17,1,0.44954365491867065,Anh_Tu,Anh_Tu
62,91,1,0.9785674214363098,Van_Tu,Van_Tu
54,67,1,0.9879521131515503,Van_Tu,Van_Tu
0,41,1,0.48418352007865906,Anh_Tu,Anh_Tu
0,16,1,0.7497559189796448,Anh_Tu,Anh_Tu
6,21,1,0.8586869239807129,Anh_Tu,Anh_Tu
23,63,0,0.43993836641311646,Anh_Tu,Van_Tu
0,43,1,0.8706018924713135,Anh_Tu,Anh_Tu
57,87,1,0.9423326253890991,Van_Tu,Van_Tu
53,94,1,0.570205807685852,Van_Tu,Van_Tu
17,44,1,0.33920472860336304,Anh_Tu,Anh_Tu
10,39,1,0.5257645845413208,Anh_Tu,Anh_Tu
12,42,1,0.9845202565193176,Anh_Tu,Anh_Tu
85,39,0,0.4150717854499817,Van_Tu,Anh_Tu
88,97,1,0.9167031049728394,Van_Tu,Van_Tu
36,47,1,0.8508403897285461,Anh_Tu,Anh_Tu
59,91,1,0.905959963798523,Van_Tu,Van_Tu
27,84,0,0.5860532522201538,Anh_Tu,Van_Tu
37,42,1,0.982272207736969,Anh_Tu,Anh_Tu
33,70,0,0.4876164197921753,Anh_Tu,Van_Tu
88,30,0,0.5257860422134399,Van_Tu,Anh_Tu
11,68,0,0.638768196105957,Anh_Tu,Van_Tu
52,23,0,0.43239304423332214,Van_Tu,Anh_Tu
57,90,1,0.8216410279273987,Van_Tu,Van_Tu
9,85,0,0.640437126159668,Anh_Tu,Van_Tu
37,46,1,0.7998658418655396,Anh_Tu,Anh_Tu
11,54,0,0.570648193359375,Anh_Tu,Van_Tu
99,12,0,0.5334538221359253,Van_Tu,Anh_Tu
53,83,1,0.528404712677002,Van_Tu,Van_Tu
31,53,0,0.6030198931694031,Anh_Tu,Van_Tu
82,97,1,0.9910555481910706,Van_Tu,Van_Tu
57,62,1,0.9312236309051514,Van_Tu,Van_Tu
52,41,0,0.5293640494346619,Van_Tu,Anh_Tu
61,82,1,0.9128794074058533,Van_Tu,Van_Tu
59,62,1,0.8775368928909302,Van_Tu,Van_Tu
55,71,1,0.928112804889679,Van_Tu,Van_Tu
64,25,0,0.5368380546569824,Van_Tu,Anh_Tu
47,71,0,0.5139141082763672,Anh_Tu,Van_Tu
10,83,0,0.32331743836402893,Anh_Tu,Van_Tu
68,71,1,0.895031213760376,Van_Tu,Van_Tu
64,17,0,0.32053107023239136,Van_Tu,Anh_Tu
37,47,1,0.7394137382507324,Anh_Tu,Anh_Tu
19,70,0,0.5560760498046875,Anh_Tu,Van_Tu
87,96,1,0.8643822073936462,Van_Tu,Van_Tu
36,41,1,0.6848797798156738,Anh_Tu,Anh_Tu
8,33,1,0.778886079788208,Anh_Tu,Anh_Tu
43,94,0,0.23751318454742432,Anh_Tu,Van_Tu
71,49,0,0.5990260243415833,Van_Tu,Anh_Tu
57,99,1,0.912503182888031,Van_Tu,Van_Tu
19,20,1,0.8589920997619629,Anh_Tu,Anh_Tu
81,38,0,0.5829122066497803,Van_Tu,Anh_Tu
60,5,0,0.46945860981941223,Van_Tu,Anh_Tu
13,48,1,0.9899154901504517,Anh_Tu,Anh_Tu
14,39,1,0.562620997428894,Anh_Tu,Anh_Tu
78,93,1,0.8722386360168457,Van_Tu,Van_Tu
3,6,1,0.6499659419059753,Anh_Tu,Anh_Tu
66,82,1,0.6293739080429077,Van_Tu,Van_Tu
77,18,0,0.39416229724884033,Van_Tu,Anh_Tu
34,55,0,0.5952774286270142,Anh_Tu,Van_Tu
21,88,0,0.4968089163303375,Anh_Tu,Van_Tu
65,30,0,0.4864576458930969,Van_Tu,Anh_Tu
30,90,0,0.5270130634307861,Anh_Tu,Van_Tu
68,87,1,0.8340637683868408,Van_Tu,Van_Tu
27,40,1,0.9911165237426758,Anh_Tu,Anh_Tu
17,32,1,0.47020646929740906,Anh_Tu,Anh_Tu
21,73,0,0.4493163228034973,Anh_Tu,Van_Tu
4,36,1,0.8897114992141724,Anh_Tu,Anh_Tu
18,22,1,0.8008849620819092,Anh_Tu,Anh_Tu
97,20,0,0.5501406788825989,Van_Tu,Anh_Tu
62,92,1,0.8076815605163574,Van_Tu,Van_Tu
18,48,1,0.8021690249443054,Anh_Tu,Anh_Tu
2,10,1,0.9595840573310852,Anh_Tu,Anh_Tu
32,38,1,0.9135652780532837,Anh_Tu,Anh_Tu
77,94,1,0.6235640048980713,Van_Tu,Van_Tu
66,89,1,0.460368275642395,Van_Tu,Van_Tu
57,91,1,0.9392115473747253,Van_Tu,Van_Tu
58,59,1,0.9798969030380249,Van_Tu,Van_Tu
52,17,0,0.4203278720378876,Van_Tu,Anh_Tu
15,90,0,0.5658198595046997,Anh_Tu,Van_Tu
15,98,0,0.35600337386131287,Anh_Tu,Van_Tu
41,43,1,0.6609882116317749,Anh_Tu,Anh_Tu
50,37,0,0.5785821080207825,Van_Tu,Anh_Tu
9,60,0,0.5679121017456055,Anh_Tu,Van_Tu
22,72,0,0.552593469619751,Anh_Tu,Van_Tu
74,93,1,0.9356739521026611,Van_Tu,Van_Tu
68,99,1,0.8045642971992493,Van_Tu,Van_Tu
57,81,1,0.9418373703956604,Van_Tu,Van_Tu
77,85,1,0.669691801071167,Van_Tu,Van_Tu
14,94,0,0.3086102604866028,Anh_Tu,Van_Tu
61,21,0,0.4554207921028137,Van_Tu,Anh_Tu
46,89,0,0.5431327223777771,Anh_Tu,Van_Tu
17,25,1,0.5884969234466553,Anh_Tu,Anh_Tu
53,66,1,0.5998170971870422,Van_Tu,Van_Tu
89,16,0,0.533309817314148,Van_Tu,Anh_Tu
23,36,1,0.8202202916145325,Anh_Tu,Anh_Tu
88,33,0,0.5653194785118103,Van_Tu,Anh_Tu
27,69,0,0.5945401191711426,Anh_Tu,Van_Tu
68,72,1,0.8446845412254333,Van_Tu,Van_Tu
6,28,1,0.9518835544586182,Anh_Tu,Anh_Tu
86,87,1,0.8318935036659241,Van_Tu,Van_Tu
61,5,0,0.48296642303466797,Van_Tu,Anh_Tu
59,83,1,0.47422224283218384,Van_Tu,Van_Tu
58,19,0,0.586416482925415,Van_Tu,Anh_Tu
67,31,0,0.6303948760032654,Van_Tu,Anh_Tu
63,82,1,0.940436840057373,Van_Tu,Van_Tu
15,58,0,0.5005186200141907,Anh_Tu,Van_Tu
98,41,0,0.6049718260765076,Van_Tu,Anh_Tu
41,49,1,0.6172019839286804,Anh_Tu,Anh_Tu
6,11,1,0.8569316864013672,Anh_Tu,Anh_Tu
55,61,1,0.8781368732452393,Van_Tu,Van_Tu
66,43,0,0.3973526954650879,Van_Tu,Anh_Tu
13,42,1,0.9861649870872498,Anh_Tu,Anh_Tu
65,29,0,0.5021445751190186,Van_Tu,Anh_Tu
84,26,0,0.5777049660682678,Van_Tu,Anh_Tu
82,12,0,0.5716952085494995,Van_Tu,Anh_Tu
21,84,0,0.45596444606781006,Anh_Tu,Van_Tu
16,45,1,0.8639014363288879,Anh_Tu,Anh_Tu
32,40,1,0.9084512591362,Anh_Tu,Anh_Tu
73,16,0,0.4805317223072052,Van_Tu,Anh_Tu
88,44,0,0.635522723197937,Van_Tu,Anh_Tu
79,90,1,0.8398967385292053,Van_Tu,Van_Tu
71,89,1,0.6704128384590149,Van_Tu,Van_Tu
75,12,0,0.6257196664810181,Van_Tu,Anh_Tu
73,90,1,0.8406810760498047,Van_Tu,Van_Tu
9,40,1,0.9880331158638,Anh_Tu,Anh_Tu
50,73,1,0.9353917837142944,Van_Tu,Van_Tu
21,34,1,0.9785659313201904,Anh_Tu,Anh_Tu
53,56,1,0.7421724796295166,Van_Tu,Van_Tu
72,16,0,0.44871190190315247,Van_Tu,Anh_Tu
11,93,0,0.5511607527732849,Anh_Tu,Van_Tu
25,44,1,0.6329679489135742,Anh_Tu,Anh_Tu
0,54,0,0.4338541030883789,Anh_Tu,Van_Tu
13,73,0,0.5649410486221313,Anh_Tu,Van_Tu
4,58,0,0.6001687049865723,Anh_Tu,Van_Tu
66,49,0,0.3814712464809418,Van_Tu,Anh_Tu
93,42,0,0.5967175364494324,Van_Tu,Anh_Tu
8,21,1,0.6400699615478516,Anh_Tu,Anh_Tu
85,44,0,0.6319214105606079,Van_Tu,Anh_Tu
6,33,1,0.6095792055130005,Anh_Tu,Anh_Tu
18,19,1,0.800330400466919,Anh_Tu,Anh_Tu
1,37,1,0.9661976099014282,Anh_Tu,Anh_Tu
43,98,0,0.44556713104248047,Anh_Tu,Van_Tu
6,50,0,0.5731928944587708,Anh_Tu,Van_Tu
74,90,1,0.8941791653633118,Van_Tu,Van_Tu
45,66,0,0.5430612564086914,Anh_Tu,Van_Tu
51,2,0,0.30288398265838623,Van_Tu,Anh_Tu
6,48,1,0.9862370491027832,Anh_Tu,Anh_Tu
53,68,1,0.9024336338043213,Van_Tu,Van_Tu
5,39,1,0.5693157911300659,Anh_Tu,Anh_Tu
70,77,1,0.5845216512680054,Van_Tu,Van_Tu
64,3,0,0.5229032039642334,Van_Tu,Anh_Tu
99,46,0,0.489051878452301,Van_Tu,Anh_Tu
74,45,0,0.47751879692077637,Van_Tu,Anh_Tu
62,69,1,0.9425190687179565,Van_Tu,Van_Tu
89,91,1,0.6499561071395874,Van_Tu,Van_Tu
17,84,0,0.45296263694763184,Anh_Tu,Van_Tu
13,37,1,0.9942097067832947,Anh_Tu,Anh_Tu
37,94,0,0.28324082493782043,Anh_Tu,Van_Tu
19,71,0,0.5175431966781616,Anh_Tu,Van_Tu
73,47,0,0.4943005442619324,Van_Tu,Anh_Tu
23,73,0,0.442832887172699,Anh_Tu,Van_Tu
38,48,1,0.9825166463851929,Anh_Tu,Anh_Tu
44,81,0,0.5741432905197144,Anh_Tu,Van_Tu
55,0,0,0.4833225905895233,Van_Tu,Anh_Tu
33,49,1,0.6259084939956665,Anh_Tu,Anh_Tu
6,49,1,0.9840266108512878,Anh_Tu,Anh_Tu
79,31,0,0.5831225514411926,Van_Tu,Anh_Tu
54,35,0,0.6485137939453125,Van_Tu,Anh_Tu
87,98,1,0.7067750096321106,Van_Tu,Van_Tu
65,88,1,0.9164283275604248,Van_Tu,Van_Tu
0,8,1,0.5785304307937622,Anh_Tu,Anh_Tu
15,28,1,0.9188677072525024,Anh_Tu,Anh_Tu
74,5,0,0.4674723148345947,Van_Tu,Anh_Tu
40,42,1,0.9856899380683899,Anh_Tu,Anh_Tu
58,39,0,0.5591613054275513,Van_Tu,Anh_Tu
43,92,0,0.5567039251327515,Anh_Tu,Van_Tu
4,11,1,0.9026198387145996,Anh_Tu,Anh_Tu
38,46,1,0.8012095093727112,Anh_Tu,Anh_Tu
52,80,1,0.7268757820129395,Van_Tu,Van_Tu
9,32,1,0.9038383960723877,Anh_Tu,Anh_Tu
15,35,1,0.62221759557724,Anh_Tu,Anh_Tu
47,71,0,0.5139141082763672,Anh_Tu,Van_Tu
25,40,1,0.6322982907295227,Anh_Tu,Anh_Tu
55,95,1,0.48251408338546753,Van_Tu,Van_Tu
95,22,0,0.45909401774406433,Van_Tu,Anh_Tu
47,80,0,0.5735138654708862,Anh_Tu,Van_Tu
58,64,1,0.7980913519859314,Van_Tu,Van_Tu
94,17,0,0.2622220516204834,Van_Tu,Anh_Tu
1,39,1,0.5351624488830566,Anh_Tu,Anh_Tu
92,12,0,0.6713521480560303,Van_Tu,Anh_Tu
69,99,1,0.9638351202011108,Van_Tu,Van_Tu
16,28,1,0.831139087677002,Anh_Tu,Anh_Tu
18,55,0,0.5411028861999512,Anh_Tu,Van_Tu
54,47,0,0.5719907283782959,Van_Tu,Anh_Tu
70,19,0,0.5560760498046875,Van_Tu,Anh_Tu
73,81,1,0.9843481779098511,Van_Tu,Van_Tu
58,70,1,0.7158061265945435,Van_Tu,Van_Tu
53,80,1,0.8261843919754028,Van_Tu,Van_Tu
75,85,1,0.7772854566574097,Van_Tu,Van_Tu
37,70,0,0.5762348771095276,Anh_Tu,Van_Tu
0,42,1,0.779211163520813,Anh_Tu,Anh_Tu
69,28,0,0.5266237854957581,Van_Tu,Anh_Tu
94,22,0,0.25663769245147705,Van_Tu,Anh_Tu
1,26,1,0.9766603112220764,Anh_Tu,Anh_Tu
24,97,0,0.4842139184474945,Anh_Tu,Van_Tu
51,8,0,0.2836002707481384,Van_Tu,Anh_Tu
97,1,0,0.5180667638778687,Van_Tu,Anh_Tu
16,48,1,0.7540059685707092,Anh_Tu,Anh_Tu
15,83,0,0.28100496530532837,Anh_Tu,Van_Tu
28,83,0,0.31336480379104614,Anh_Tu,Van_Tu
92,14,0,0.6789553165435791,Van_Tu,Anh_Tu
35,98,0,0.5576432943344116,Anh_Tu,Van_Tu
62,75,1,0.8829087018966675,Van_Tu,Van_Tu
36,91,0,0.4359229505062103,Anh_Tu,Van_Tu
76,91,1,0.8463297486305237,Van_Tu,Van_Tu
80,38,0,0.5778002738952637,Van_Tu,Anh_Tu
12,49,1,0.9767379760742188,Anh_Tu,Anh_Tu
1,14,1,0.9835102558135986,Anh_Tu,Anh_Tu
5,27,1,0.829990804195404,Anh_Tu,Anh_Tu
35,54,0,0.6485137939453125,Anh_Tu,Van_Tu
74,32,0,0.6444916725158691,Van_Tu,Anh_Tu
0,37,1,0.7305742502212524,Anh_Tu,Anh_Tu
76,13,0,0.652451753616333,Van_Tu,Anh_Tu
6,25,1,0.629349946975708,Anh_Tu,Anh_Tu
42,69,0,0.5693906545639038,Anh_Tu,Van_Tu
26,75,0,0.6263430714607239,Anh_Tu,Van_Tu
76,4,0,0.5474870204925537,Van_Tu,Anh_Tu
55,89,1,0.7586121559143066,Van_Tu,Van_Tu
18,52,0,0.4165976047515869,Anh_Tu,Van_Tu
50,58,1,0.9146063327789307,Van_Tu,Van_Tu
25,82,0,0.4733300507068634,Anh_Tu,Van_Tu
56,90,1,0.6300522685050964,Van_Tu,Van_Tu
85,10,0,0.6474294066429138,Van_Tu,Anh_Tu
7,61,0,0.5625170469284058,Anh_Tu,Van_Tu
56,85,1,0.5357978343963623,Van_Tu,Van_Tu
91,94,1,0.6120991706848145,Van_Tu,Van_Tu
24,39,1,0.6843306422233582,Anh_Tu,Anh_Tu
48,58,0,0.6704668998718262,Anh_Tu,Van_Tu
4,52,0,0.4840524196624756,Anh_Tu,Van_Tu
33,42,1,0.6076378226280212,Anh_Tu,Anh_Tu
64,79,1,0.6702905893325806,Van_Tu,Van_Tu
2,98,0,0.47091126441955566,Anh_Tu,Van_Tu
22,48,1,0.8379560708999634,Anh_Tu,Anh_Tu
67,98,1,0.7231913208961487,Van_Tu,Van_Tu
63,41,0,0.5465824604034424,Van_Tu,Anh_Tu
91,25,0,0.4798191487789154,Van_Tu,Anh_Tu
12,24,1,0.8057779669761658,Anh_Tu,Anh_Tu
9,22,1,0.8549412488937378,Anh_Tu,Anh_Tu
19,53,0,0.5096371173858643,Anh_Tu,Van_Tu
1,18,1,0.8995649814605713,Anh_Tu,Anh_Tu
28,59,0,0.6048282980918884,Anh_Tu,Van_Tu
26,27,1,0.9896209836006165,Anh_Tu,Anh_Tu
51,90,1,0.5193556547164917,Van_Tu,Van_Tu
37,60,0,0.5787377953529358,Anh_Tu,Van_Tu
25,61,0,0.476055383682251,Anh_Tu,Van_Tu
87,38,0,0.5529038310050964,Van_Tu,Anh_Tu
18,32,1,0.7115310430526733,Anh_Tu,Anh_Tu
33,84,0,0.554712176322937,Anh_Tu,Van_Tu
70,91,1,0.6143891215324402,Van_Tu,Van_Tu
19,86,0,0.6133987307548523,Anh_Tu,Van_Tu
20,29,1,0.6434534788131714,Anh_Tu,Anh_Tu
36,76,0,0.5184333920478821,Anh_Tu,Van_Tu
74,80,1,0.8115708827972412,Van_Tu,Van_Tu
23,77,0,0.4236546456813812,Anh_Tu,Van_Tu
7,37,1,0.9817044734954834,Anh_Tu,Anh_Tu
97,28,0,0.5158304572105408,Van_Tu,Anh_Tu
55,2,0,0.6836615800857544,Van_Tu,Anh_Tu
8,16,1,0.757317304611206,Anh_Tu,Anh_Tu
28,70,0,0.5956826210021973,Anh_Tu,Van_Tu
2,3,1,0.6480869054794312,Anh_Tu,Anh_Tu
51,53,1,0.6145206093788147,Van_Tu,Van_Tu
29,32,1,0.6033816933631897,Anh_Tu,Anh_Tu
17,21,1,0.2567000985145569,Anh_Tu,Anh_Tu
0,19,1,0.7450335025787354,Anh_Tu,Anh_Tu
98,18,0,0.3714216947555542,Van_Tu,Anh_Tu
72,93,1,0.953733503818512,Van_Tu,Van_Tu
91,98,1,0.7064560651779175,Van_Tu,Van_Tu
65,89,1,0.6243612170219421,Van_Tu,Van_Tu
6,68,0,0.703218936920166,Anh_Tu,Van_Tu
36,54,0,0.5009838938713074,Anh_Tu,Van_Tu
63,67,1,0.8879890441894531,Van_Tu,Van_Tu
58,78,1,0.7862098217010498,Van_Tu,Van_Tu
36,40,1,0.6914547085762024,Anh_Tu,Anh_Tu
80,94,1,0.43425291776657104,Van_Tu,Van_Tu
1,24,1,0.8344137668609619,Anh_Tu,Anh_Tu
41,65,0,0.5262075662612915,Anh_Tu,Van_Tu
31,39,1,0.5686054229736328,Anh_Tu,Anh_Tu
71,41,0,0.5300114154815674,Van_Tu,Anh_Tu
42,95,0,0.37426072359085083,Anh_Tu,Van_Tu
20,30,1,0.5854697227478027,Anh_Tu,Anh_Tu
63,6,0,0.5749372243881226,Van_Tu,Anh_Tu
52,14,0,0.57138592004776,Van_Tu,Anh_Tu
77,0,0,0.3383615016937256,Van_Tu,Anh_Tu
60,98,1,0.7144259214401245,Van_Tu,Van_Tu
79,46,0,0.49306049942970276,Van_Tu,Anh_Tu
3,94,0,0.1758577972650528,Anh_Tu,Van_Tu
45,60,0,0.4759823977947235,Anh_Tu,Van_Tu
66,97,1,0.6045750379562378,Van_Tu,Van_Tu
1,49,1,0.9811469316482544,Anh_Tu,Anh_Tu
23,63,0,0.43993836641311646,Anh_Tu,Van_Tu
56,9,0,0.40096545219421387,Van_Tu,Anh_Tu
91,45,0,0.4762779772281647,Van_Tu,Anh_Tu
47,49,1,0.7408552169799805,Anh_Tu,Anh_Tu
59,66,1,0.5700739622116089,Van_Tu,Van_Tu
22,30,1,0.6886669397354126,Anh_Tu,Anh_Tu
93,18,0,0.4439925253391266,Van_Tu,Anh_Tu
8,60,0,0.43773484230041504,Anh_Tu,Van_Tu
39,56,0,0.40931981801986694,Anh_Tu,Van_Tu
69,37,0,0.5966918468475342,Van_Tu,Anh_Tu
92,7,0,0.6555608510971069,Van_Tu,Anh_Tu
78,34,0,0.3672671318054199,Van_Tu,Anh_Tu
14,75,0,0.6334201693534851,Anh_Tu,Van_Tu
17,37,1,0.35024598240852356,Anh_Tu,Anh_Tu
18,47,1,0.7088518738746643,Anh_Tu,Anh_Tu
65,71,1,0.8967334032058716,Van_Tu,Van_Tu
67,97,1,0.9504449963569641,Van_Tu,Van_Tu
23,41,1,0.5610828399658203,Anh_Tu,Anh_Tu
72,14,0,0.5493619441986084,Van_Tu,Anh_Tu
21,41,1,0.5526966452598572,Anh_Tu,Anh_Tu
21,49,1,0.8923394680023193,Anh_Tu,Anh_Tu
38,63,0,0.5835939645767212,Anh_Tu,Van_Tu
75,77,1,0.9015886783599854,Van_Tu,Van_Tu
9,36,1,0.707636296749115,Anh_Tu,Anh_Tu
14,15,1,0.8683980703353882,Anh_Tu,Anh_Tu
80,89,1,0.8016741871833801,Van_Tu,Van_Tu
62,70,1,0.5938494205474854,Van_Tu,Van_Tu
